age_group,discipline,rank,player,total_pts,counted,total,top4_detail
U15,GD,11,Sahasra Reddy,9769,4,5,Junior_Nationals 9-12(2624) | Synergy_NorCal_ORC 3-3(2479) | Bellevue_NW_ORC 4-4(2333) | Arena_SoCal_ORC 4-4(2333)
U15,GD,12,Sophia Sun,9333,4,7,Junior_Nationals 7-8(3208) | Arena_SoCal_ORC 3-3(2479) | Bellevue_NW_ORC 5-8(1823) | DFW_South_ORC 5-8(1823)
U15,GD,13,Katherine F Xu,8677,4,8,Junior_Nationals 7-8(3208) | Bellevue_NW_ORC 5-8(1823) | LIBC_NE_ORC 5-8(1823) | Synergy_NorCal_ORC 5-8(1823)
U15,GD,14,Lilian Feng,8656,4,5,Junior_Nationals 3-3(2677) | LIBC_NE_ORC 4-4(2333) | Synergy_NorCal_ORC 5-8(1823) | DFW_South_ORC 5-8(1823)
U15,GD,15,Keira Winarto,8656,4,5,Junior_Nationals 3-3(2677) | LIBC_NE_ORC 4-4(2333) | Synergy_NorCal_ORC 5-8(1823) | DFW_South_ORC 5-8(1823)
U15,GD,16,Haziqa H Mathani,8458,4,7,DFW_South_ORC 3-3(2479) | Synergy_NorCal_ORC 4-4(2333) | LIBC_NE_ORC 5-8(1823) | SPBA_Midwest_ORC 5-8(1823)
U15,GD,17,Bella Liu,8370,4,5,Junior_Nationals 1-1(3149) | Synergy_NorCal_ORC 5-8(1823) | DFW_South_ORC 5-8(1823) | Bellevue_NW_ORC 1-1(1575)
U15,GD,18,Sophia Liu,7555,4,6,Junior_Nationals 1-1(3149) | Arena_SoCal_ORC 5-8(1823) | Bellevue_NW_ORC 2-2(1417) | DFW_South_ORC 9-16(1166)
U15,GD,19,Mizuki Ikeuchi,7492,4,7,Junior_Nationals 4-4(2519) | Arena_SoCal_ORC 5-8(1823) | Bellevue_NW_ORC 1-1(1575) | LIBC_NE_ORC 1-1(1575)
U15,GD,20,Daisy Xu,7333,4,6,Junior_Nationals 2-2(2834) | Arena_SoCal_ORC 5-8(1823) | Bellevue_NW_ORC 3-3(1338) | SPBA_Midwest_ORC 3-3(1338)
U15,GD,21,Sitar Sanghani,6997,4,7,DFW_South_ORC 2-2(2624) | Junior_Nationals 13-16(2041) | LIBC_NE_ORC 9-16(1166) | SPBA_Midwest_ORC 9-16(1166)
U15,GD,22,Alaina Benjamin,6928,4,6,Junior_Nationals 4-4(2519) | LIBC_NE_ORC 1-1(1575) | Bellevue_NW_ORC 2-2(1417) | SPBA_Midwest_ORC 2-2(1417)
U15,GD,23,Shirin Shaik,6853,4,7,Junior_Nationals 13-16(2041) | Bellevue_NW_ORC 5-8(1823) | Arena_SoCal_ORC 5-8(1823) | SPBA_Midwest_ORC 9-16(1166)
U15,GD,24,Hanyi (Sissi) Lei,6848,4,6,Junior_Nationals 2-2(2834) | Bellevue_NW_ORC 3-3(1338) | LIBC_NE_ORC 3-3(1338) | SPBA_Midwest_ORC 3-3(1338)
U15,GD,25,Arshiya Raheja,6342,4,4,Junior_Nationals 9-12(2624) | Arena_SoCal_ORC 5-8(1823) | Synergy_NorCal_ORC 9-16(1166) | DFW_South_ORC 17-32(729)
U15,GD,26,Chingpei Lin,6196,4,7,Junior_Nationals 13-16(2041) | LIBC_NE_ORC 5-8(1823) | SPBA_Midwest_ORC 9-16(1166) | Synergy_NorCal_ORC 9-16(1166)
U15,GD,27,Iris Kuan,5905,4,8,Arena_SoCal_ORC 5-8(1823) | Junior_Nationals 17-24(1750) | Bellevue_NW_ORC 9-16(1166) | LIBC_NE_ORC 9-16(1166)
U15,GD,28,Mrugakshi Kulkarni,5759,4,6,Junior_Nationals 13-16(2041) | LIBC_NE_ORC 5-8(1823) | SPBA_Midwest_ORC 9-16(1166) | DFW_South_ORC 17-32(729)
U15,GD,29,Grace Zichen Qu Zhao,5484,4,6,Junior_Nationals 6-6(2047) | Arena_SoCal_ORC 5-8(1823) | Synergy_NorCal_ORC 5-8(984) | Bellevue_NW_ORC 9-16(630)
U15,GD,30,Olivia Liu,5248,4,6,Junior_Nationals 17-24(1750) | LIBC_NE_ORC 9-16(1166) | SPBA_Midwest_ORC 9-16(1166) | DFW_South_ORC 9-16(1166)
U15,GD,31,Medha Sivani Gudavalli,5181,4,9,Junior_Nationals 9-12(1417) | Synergy_NorCal_ORC 3-3(1338) | LIBC_NE_ORC 4-4(1260) | DFW_South_ORC 9-16(1166)
U15,GD,32,Trisha Mehta,5181,4,9,Junior_Nationals 6-6(2047) | DFW_South_ORC 9-16(1166) | LIBC_NE_ORC 5-8(984) | Synergy_NorCal_ORC 5-8(984)
U15,XD,1,Mikael Chang,12102,4,6,Junior_Nationals 4-4(4666) | SPBA_Midwest_ORC 2-2(2624) | DFW_South_ORC 3-3(2479) | Bellevue_NW_ORC 4-4(2333)
U15,XD,2,Janice Chen,12102,4,6,Junior_Nationals 4-4(4666) | SPBA_Midwest_ORC 2-2(2624) | DFW_South_ORC 3-3(2479) | Bellevue_NW_ORC 4-4(2333)
U15,XD,3,Stephanie Jiayi Song,11956,4,6,Junior_Nationals 7-8(3208) | Bellevue_NW_ORC 1-1(2916) | LIBC_NE_ORC 1-1(2916) | Synergy_NorCal_ORC 1-1(2916)
U15,XD,4,Srineet Atluri,11956,4,5,Junior_Nationals 7-8(3208) | LIBC_NE_ORC 1-1(2916) | Synergy_NorCal_ORC 1-1(2916) | Arena_SoCal_ORC 1-1(2916)
U15,XD,5,Lexuan Wen,10935,4,5,Junior_Nationals 7-8(3208) | Synergy_NorCal_ORC 2-2(2624) | Arena_SoCal_ORC 2-2(2624) | Bellevue_NW_ORC 3-3(2479)
U15,XD,6,Alice Meng,10497,4,5,DFW_South_ORC 1-1(2916) | Bellevue_NW_ORC 2-2(2624) | Junior_Nationals 9-12(2624) | Synergy_NorCal_ORC 4-4(2333)
U15,XD,7,Jacob Ma,10351,4,7,LIBC_NE_ORC 2-2(2624) | Synergy_NorCal_ORC 2-2(2624) | Arena_SoCal_ORC 2-2(2624) | Bellevue_NW_ORC 3-3(2479)
U15,XD,8,Jason Gu,9769,4,9,Junior_Nationals 9-12(2624) | Arena_SoCal_ORC 3-3(2479) | LIBC_NE_ORC 4-4(2333) | DFW_South_ORC 4-4(2333)
U15,XD,9,Jacob Zhou,9696,4,4,DFW_South_ORC 1-1(2916) | Bellevue_NW_ORC 2-2(2624) | Synergy_NorCal_ORC 4-4(2333) | Arena_SoCal_ORC 5-8(1823)
U15,XD,10,Elena Zhang,8676,4,6,Arena_SoCal_ORC 3-3(2479) | DFW_South_ORC 4-4(2333) | Junior_Nationals 13-16(2041) | Synergy_NorCal_ORC 5-8(1823)
U15,XD,11,Bella Liu,8520,4,5,Junior_Nationals 2-2(2834) | DFW_South_ORC 2-2(2624) | Arena_SoCal_ORC 4-4(2333) | Synergy_NorCal_ORC 17-32(729)
U15,XD,12,Shraddha Prakash,8223,3,3,Junior_Nationals 3-3(4957) | SPBA_Midwest_ORC 3-3(2479) | Austin_South_CRC 2-2(787)
U15,XD,13,Sophia Li,8093,4,8,Junior_Nationals 9-12(2624) | LIBC_NE_ORC 5-8(1823) | Synergy_NorCal_ORC 5-8(1823) | DFW_South_ORC 5-8(1823)
U15,XD,14,Iris Kuan,7946,4,7,Junior_Nationals 9-12(2624) | LIBC_NE_ORC 4-4(2333) | SPBA_Midwest_ORC 5-8(1823) | Bellevue_NW_ORC 9-16(1166)
U15,XD,15,Varish Karri,6867,4,7,Junior_Nationals 1-1(3149) | DFW_South_ORC 5-8(1823) | LIBC_NE_ORC 9-16(1166) | Synergy_NorCal_ORC 17-32(729)
U15,XD,16,Keira Winarto,6867,4,5,Junior_Nationals 1-1(3149) | DFW_South_ORC 5-8(1823) | LIBC_NE_ORC 9-16(1166) | Synergy_NorCal_ORC 17-32(729)
U15,XD,17,Yian Yang,6638,4,6,Arena_SoCal_ORC 5-8(1823) | DFW_South_ORC 5-8(1823) | Bellevue_NW_ORC 1-1(1575) | Junior_Nationals 9-12(1417)
U15,XD,18,Edwin Huang,6576,4,8,DFW_South_ORC 2-2(2624) | Arena_SoCal_ORC 4-4(2333) | Seattle_NW_CRC 1-1(875) | OBA_NW_OLC 3-3(744)
U15,XD,19,Sophia Liu,6504,4,6,Junior_Nationals 5-5(2362) | Arena_SoCal_ORC 5-8(1823) | Bellevue_NW_ORC 1-1(1575) | ABC_OLC 3-3(744)
U15,XD,20,Haziqa H Mathani,6270,4,7,LIBC_NE_ORC 3-3(2479) | Junior_Nationals 17-24(1750) | DFW_South_ORC 9-16(1166) | Austin_South_CRC 1-1(875)
U15,XD,21,Alaina Benjamin,6181,4,6,Junior_Nationals 3-3(2677) | LIBC_NE_ORC 4-4(1260) | SPBA_Midwest_ORC 4-4(1260) | Bellevue_NW_ORC 5-8(984)
U15,XD,22,Rachel Yao,6062,4,7,Junior_Nationals 4-4(2519) | SPBA_Midwest_ORC 1-1(1575) | Bellevue_NW_ORC 5-8(984) | LIBC_NE_ORC 5-8(984)
U15,XD,23,Arnav Satish,5665,4,6,Junior_Nationals 3-3(2677) | SPBA_Midwest_ORC 4-4(1260) | Bellevue_NW_ORC 5-8(984) | Wayside_NE_CRC 3-3(744)
U15,XD,24,Aditya Namboodiripad,5604,4,4,Junior_Nationals 2-2(2834) | LIBC_NE_ORC 9-16(1166) | Capital_NE_OLC 1-1(875) | DFW_South_ORC 17-32(729)
U15,XD,25,Sophia Sun,5539,4,6,Junior_Nationals 13-16(2041) | SPBA_Midwest_ORC 9-16(1166) | Arena_SoCal_ORC 9-16(1166) | DFW_South_ORC 9-16(1166)
U15,XD,26,Mihika Jaiswal,5526,4,5,Junior_Nationals 13-16(2041) | Bellevue_NW_ORC 5-8(1823) | ABC_OLC 1-1(875) | Austin_South_OLC 2-2(787)
U15,XD,27,Mizuki Ikeuchi,5481,4,8,Junior_Nationals 7-8(1732) | LIBC_NE_ORC 2-2(1417) | Arena_SoCal_ORC 9-16(1166) | DFW_South_ORC 9-16(1166)
U15,XD,28,Melvin Cui,5354,3,3,Junior_Nationals 4-4(2519) | SPBA_Midwest_ORC 1-1(1575) | LIBC_NE_ORC 4-4(1260)
U15,XD,29,Trisha Mehta,5142,4,9,LIBC_NE_ORC 1-1(1575) | Synergy_NorCal_ORC 2-2(1417) | DFW_South_ORC 9-16(1166) | SPBA_Midwest_ORC 5-8(984)
U15,XD,30,Lilian Feng,5135,4,5,DFW_South_ORC 5-8(1823) | Junior_Nationals 9-12(1417) | Arena_SoCal_ORC 9-16(1166) | LIBC_NE_ORC 17-32(729)
U15,XD,31,Devon Wong,5030,4,8,Arena_SoCal_ORC 5-8(1823) | Synergy_NorCal_ORC 9-16(1166) | DFW_South_ORC 9-16(1166) | Junior_Nationals 33-48(875)
U15,XD,32,Katherine F Xu,4942,4,8,Synergy_NorCal_ORC 5-8(1823) | Junior_Nationals 25-32(1166) | DFW_South_ORC 9-16(1166) | Dave_Freeman_OLC 2-2(787)
U17,BS,1,Saatvik Shetty,21060,3,3,Junior_Nationals 1-1(10800) | Synergy_NorCal_ORC 1-1(5400) | SPBA_Midwest_ORC 2-2(4860)
U17,BS,2,Terence Cai,18954,4,7,Bellevue_NW_ORC 2-2(4860) | Synergy_NorCal_ORC 2-2(4860) | Arena_SoCal_ORC 2-2(4860) | Junior_Nationals 5-5(4374)
U17,BS,3,Hanyi Zhang,17685,4,8,Bellevue_NW_ORC 1-1(5400) | DFW_South_ORC 3-3(4590) | LIBC_NE_ORC 4-4(4320) | Synergy_NorCal_ORC 5-8(3375)
U17,BS,4,Aarya Vijay,17415,4,7,Junior_Nationals 9-12(4860) | SPBA_Midwest_ORC 3-3(4590) | Arena_SoCal_ORC 3-3(4590) | DFW_South_ORC 5-8(3375)
U17,BS,5,Vincent Chen,17010,4,5,DFW_South_ORC 1-1(5400) | LIBC_NE_ORC 2-2(4860) | SPBA_Midwest_ORC 5-8(3375) | Arena_SoCal_ORC 5-8(3375)
U17,BS,6,Brendan Chen,16065,4,7,LIBC_NE_ORC 3-3(4590) | Arena_SoCal_ORC 4-4(4320) | Junior_Nationals 13-16(3780) | Bellevue_NW_ORC 5-8(3375)
U17,BS,7,Anirud Veldanda,16038,4,4,Junior_Nationals 4-4(8640) | SPBA_Midwest_ORC 1-1(5400) | LIBC_NE_ORC 17-32(1350) | Austin_South_OLC 13-16(648)
U17,BS,8,Allen Yang,14715,4,5,Junior_Nationals 9-12(4860) | DFW_South_ORC 4-4(4320) | Bellevue_NW_ORC 5-8(3375) | Synergy_NorCal_ORC 9-16(2160)
U17,BS,9,Yifan Liu,14715,4,4,DFW_South_ORC 2-2(4860) | Synergy_NorCal_ORC 4-4(4320) | Arena_SoCal_ORC 5-8(3375) | Bellevue_NW_ORC 9-16(2160)
U17,BS,10,Abhiram Tripuraneni,14267,4,7,Arena_SoCal_ORC 1-1(5400) | Junior_Nationals 6-6(3791) | SPBA_Midwest_ORC 1-1(2916) | DFW_South_ORC 9-16(2160)
U17,BS,11,Mark W Wu,13905,4,8,Junior_Nationals 13-16(3780) | Bellevue_NW_ORC 5-8(3375) | SPBA_Midwest_ORC 5-8(3375) | DFW_South_ORC 5-8(3375)
U17,BS,12,Ayaaz Muhammed Baig,12776,4,10,Junior_Nationals 1-1(5832) | Bellevue_NW_ORC 2-2(2624) | LIBC_NE_ORC 9-16(2160) | DFW_South_ORC 9-16(2160)
U17,BS,13,Zaph J-Din Bayona,12361,4,8,Junior_Nationals 4-4(4666) | Arena_SoCal_ORC 5-8(3375) | LIBC_NE_ORC 9-16(2160) | DFW_South_ORC 9-16(2160)
U17,BS,14,Dwijesh Makireddi,12285,4,7,Synergy_NorCal_ORC 3-3(4590) | Arena_SoCal_ORC 5-8(3375) | Junior_Nationals 25-32(2160) | SPBA_Midwest_ORC 9-16(2160)
U17,BS,15,Alex Wen,11745,4,5,Bellevue_NW_ORC 3-3(4590) | Synergy_NorCal_ORC 5-8(3375) | Arena_SoCal_ORC 9-16(2160) | Junior_Nationals 33-48(1620)
U17,BS,16,Seth Li,11075,4,7,LIBC_NE_ORC 5-8(3375) | Bellevue_NW_ORC 1-1(2916) | Junior_Nationals 9-12(2624) | Arena_SoCal_ORC 9-16(2160)
U17,BS,17,Aarav Gupta,11027,4,6,Junior_Nationals 2-2(5249) | Arena_SoCal_ORC 9-16(2160) | DFW_South_ORC 9-16(2160) | Peak_Sports_OLC 2-2(1458)
U17,BS,18,Yifei Zhang,10617,4,10,Junior_Nationals 7-8(3208) | LIBC_NE_ORC 1-1(2916) | SPBA_Midwest_ORC 4-4(2333) | DFW_South_ORC 9-16(2160)
U17,BS,19,Kingsley Chong,9720,4,6,Bellevue_NW_ORC 5-8(3375) | DFW_South_ORC 5-8(3375) | Seattle_NW_CRC 1-1(1620) | LIBC_NE_ORC 17-32(1350)
U17,BS,20,William Geng,9568,4,6,Junior_Nationals 9-12(2624) | SPBA_Midwest_ORC 2-2(2624) | Synergy_NorCal_ORC 9-16(2160) | Arena_SoCal_ORC 9-16(2160)
U17,BS,21,Naresh Sriram,8708,4,6,SPBA_Midwest_ORC 7-8(3375) | Junior_Nationals 25-32(2160) | LIBC_NE_ORC 9-16(2160) | NE_MassBad_OLC 5-8(1013)
U17,BS,22,Ethan Wu,8208,4,6,Junior_Nationals 9-12(4860) | SGVBC_SoCal_CRC 2-2(1458) | Synergy_NorCal_ORC 17-32(1350) | Bellevue_NW_ORC 33-64(540)
U17,BS,23,Marzuq Mathani,7830,4,10,SPBA_Midwest_ORC 5-5(3375) | Junior_Nationals 33-48(1620) | Fortius_South_CRC 2-2(1458) | Austin_South_OLC 3-3(1377)
U17,BS,24,Michael Li,7803,4,6,LIBC_NE_ORC 5-8(3375) | Wayside_NE_CRC 1-1(1620) | Capital_NE_OLC 2-2(1458) | SPBA_Midwest_ORC 17-32(1350)
U17,BS,25,Anthony Cheng Xu,7728,4,11,Junior_Nationals 9-12(2624) | LIBC_NE_ORC 5-8(1823) | SPBA_Midwest_ORC 5-8(1823) | Peak_Sports_OLC2 2-2(1458)
U17,BS,26,Jayden Mar,7290,4,7,Junior_Nationals 17-24(3240) | Bellevue_NW_ORC 17-32(1350) | SPBA_Midwest_ORC 17-32(1350) | Arena_SoCal_ORC 17-32(1350)
U17,BS,27,Advik Kevlani,7290,4,7,LIBC_NE_ORC 9-16(2160) | DFW_South_ORC 9-16(2160) | Peak_Sports_OLC2 1-1(1620) | Bellevue_NW_ORC 17-32(1350)
U17,BS,28,Akshith P Arava,7020,4,9,Junior_Nationals 25-32(2160) | SPBA_Midwest_ORC 13-16(2160) | LIBC_NE_ORC 17-32(1350) | DFW_South_ORC 17-32(1350)
U17,BS,29,Niranjan Manjith,6926,4,7,SPBA_Midwest_ORC 6-6(3375) | Schafer_SLG_OLC 2-2(1458) | Junior_Nationals 49-64(1080) | Austin_South_OLC 5-8(1013)
U17,BS,30,Nathaniel Volfbeyn,6890,4,5,Synergy_NorCal_ORC 4-4(2333) | Junior_Nationals 13-16(2041) | Arena_SoCal_ORC 17-32(1350) | Bellevue_NW_ORC 9-16(1166)
U17,BS,31,Ishan Kanchi,6777,4,6,LIBC_NE_ORC 9-16(2160) | SPBA_Midwest_ORC 9-12(2160) | Peak_Sports_OLC2 3-3(1377) | Junior_Nationals 49-64(1080)
U17,BS,32,Joey Liu,6672,4,8,Junior_Nationals 13-16(2041) | SPBA_Midwest_ORC 5-8(1823) | CanAm_NorCal_OLC 2-2(1458) | Arena_SoCal_ORC 17-32(1350)
U17,GS,1,Clarinda Jin,25380,4,6,Junior_Nationals 1-1(10800) | LIBC_NE_ORC 2-2(4860) | SPBA_Midwest_ORC 2-2(4860) | Synergy_NorCal_ORC 2-2(4860)
U17,GS,2,Vivian Feng,24300,4,4,Junior_Nationals 5-5(8100) | LIBC_NE_ORC 1-1(5400) | Synergy_NorCal_ORC 1-1(5400) | Arena_SoCal_ORC 1-1(5400)
U17,GS,3,Ishi Reddy,20520,4,6,Junior_Nationals 6-6(7020) | Bellevue_NW_ORC 3-3(4590) | SPBA_Midwest_ORC 3-3(4590) | LIBC_NE_ORC 4-4(4320)
U17,GS,4,Katie Wong,19980,4,7,Junior_Nationals 4-4(8640) | LIBC_NE_ORC 3-3(4590) | Arena_SoCal_ORC 5-8(3375) | DFW_South_ORC 5-8(3375)
U17,GS,5,Alice Meng,19035,4,4,Bellevue_NW_ORC 1-1(5400) | DFW_South_ORC 1-1(5400) | Arena_SoCal_ORC 2-2(4860) | Synergy_NorCal_ORC 5-8(3375)
U17,GS,6,Jennifer Bangcaya,15930,4,6,Junior_Nationals 9-12(4860) | Bellevue_NW_ORC 4-4(4320) | SPBA_Midwest_ORC 5-8(3375) | Arena_SoCal_ORC 5-8(3375)
U17,GS,7,Michelle Yourong Zhang,15082,4,5,Junior_Nationals 3-3(4957) | DFW_South_ORC 3-3(4590) | Arena_SoCal_ORC 5-8(3375) | Synergy_NorCal_ORC 9-16(2160)
U17,GS,8,Adonia Anny Chandran,14715,3,3,Junior_Nationals 2-2(9720) | SPBA_Midwest_ORC 5-8(3375) | ABC_OLC 1-1(1620)
U17,GS,9,Aadya Pitani,14580,2,2,Junior_Nationals 3-3(9180) | SPBA_Midwest_ORC 1-1(5400)
U17,GS,10,Selena Wei,14175,4,6,Bellevue_NW_ORC 2-2(4860) | Junior_Nationals 13-16(3780) | Arena_SoCal_ORC 5-8(3375) | Synergy_NorCal_ORC 9-16(2160)
U17,GS,11,Lexuan Wen,14013,4,4,DFW_South_ORC 2-2(4860) | Arena_SoCal_ORC 4-4(4320) | Synergy_NorCal_ORC 5-8(3375) | ABC_OLC 2-2(1458)
U17,GS,12,Shraddha Prakash,12555,3,3,Synergy_NorCal_ORC 3-3(4590) | Arena_SoCal_ORC 3-3(4590) | DFW_South_ORC 5-8(3375)
U17,GS,13,Emily Min Tang,12291,4,5,Bellevue_NW_ORC 5-8(3375) | LIBC_NE_ORC 5-8(3375) | Junior_Nationals 7-8(3208) | SPBA_Midwest_ORC 4-4(2333)
U17,GS,14,Jessica Zhang,12269,4,8,Junior_Nationals 6-6(3791) | LIBC_NE_ORC 5-8(3375) | Bellevue_NW_ORC 2-2(2624) | Synergy_NorCal_ORC 3-3(2479)
U17,GS,15,Angela Wang,11475,4,6,Synergy_NorCal_ORC 4-4(4320) | Bellevue_NW_ORC 5-8(3375) | Arena_SoCal_ORC 9-16(2160) | SGVBC_SoCal_CRC 1-1(1620)
U17,GS,16,Selina Xu,11340,4,7,Junior_Nationals 9-12(4860) | Synergy_NorCal_ORC 9-16(2160) | Arena_SoCal_ORC 9-16(2160) | DFW_South_ORC 9-16(2160)
U17,GS,17,Zi Yang,10783,4,5,LIBC_NE_ORC 5-8(3375) | Junior_Nationals 9-12(2624) | SPBA_Midwest_ORC 2-2(2624) | Synergy_NorCal_ORC 9-16(2160)
U17,GS,18,Kimaya Krishna,10665,4,5,Junior_Nationals 13-16(3780) | SPBA_Midwest_ORC 5-8(3375) | LIBC_NE_ORC 9-16(2160) | Arena_SoCal_ORC 17-32(1350)
U17,GS,19,Megha Challa,8937,4,4,Junior_Nationals 9-12(4860) | LIBC_NE_ORC 9-16(2160) | NE_MassBad_OLC 3-3(1377) | DFW_South_ORC 33-64(540)
U17,GS,20,Varshini Subramanian,8924,4,5,Synergy_NorCal_ORC 5-8(3375) | Junior_Nationals 17-24(3240) | CanAm_NorCal_OLC 4-4(1296) | ABC_OLC 5-8(1013)
U17,GS,21,Renee Liu,8856,4,4,Junior_Nationals 17-24(3240) | LIBC_NE_ORC 9-16(2160) | SPBA_Midwest_ORC 9-12(2160) | Austin_South_CRC 4-4(1296)
U17,GS,22,Bernice Xu,8640,4,7,Bellevue_NW_ORC 9-16(2160) | Junior_Nationals 25-32(2160) | SPBA_Midwest_ORC 9-16(2160) | Arena_SoCal_ORC 9-16(2160)
U17,GS,23,Charvi Murali,8343,4,6,SPBA_Midwest_ORC 7-8(3375) | Junior_Nationals 25-32(2160) | Austin_South_CRC 2-2(1458) | Arena_SoCal_ORC 17-32(1350)
U17,GS,24,Nidhi Sujin,8343,4,7,Bellevue_NW_ORC 5-8(3375) | LIBC_NE_ORC 9-16(2160) | Dave_Freeman_OLC 2-2(1458) | SPBA_Midwest_ORC 17-24(1350)
U17,GS,25,Maggie Zang,8235,4,5,Synergy_NorCal_ORC 5-8(3375) | Bellevue_NW_ORC 9-16(2160) | LIBC_NE_ORC 9-16(2160) | Arena_SoCal_ORC 33-64(540)
U17,GS,26,Aarshi Jain,8127,4,5,Junior_Nationals 17-24(3240) | Arena_SoCal_ORC 9-16(2160) | CanAm_NorCal_OLC 3-3(1377) | Synergy_NorCal_ORC 17-32(1350)
U17,GS,27,Tatthva Sharma,8100,4,5,LIBC_NE_ORC 9-16(2160) | SPBA_Midwest_ORC 9-16(2160) | Arena_SoCal_ORC 9-16(2160) | Junior_Nationals 33-48(1620)
U17,GS,28,Erica Chen Lin,7484,4,7,Junior_Nationals 9-12(2624) | Arena_SoCal_ORC 9-16(2160) | Bellevue_NW_ORC 17-32(1350) | LIBC_NE_ORC 17-32(1350)
U17,GS,29,Irene Xu,7290,4,7,SPBA_Midwest_ORC 9-12(2160) | DFW_South_ORC 9-16(2160) | Junior_Nationals 33-48(1620) | LIBC_NE_ORC 17-32(1350)
U17,GS,30,Zihan Pan,7128,4,6,Junior_Nationals 25-32(2160) | SPBA_Midwest_ORC 9-16(2160) | NE_MassBad_OLC 2-2(1458) | LIBC_NE_ORC 17-32(1350)
U17,GS,31,Shloka R Edunuri,6773,4,8,LIBC_NE_ORC 5-8(1823) | SPBA_Midwest_ORC 7-8(1823) | Junior_Nationals 17-24(1750) | Peak_Sports_OLC2 3-3(1377)
U17,GS,32,Shivani Ramakrishnan,6588,4,7,DFW_South_ORC 9-16(2160) | Dave_Freeman_OLC 1-1(1620) | SGVBC_SoCal_CRC 2-2(1458) | Arena_SoCal_ORC 17-32(1350)
U17,BD,1,Hanyi Zhang,21060,4,7,Junior_Nationals 7-8(5940) | LIBC_NE_ORC 1-1(5400) | Bellevue_NW_ORC 2-2(4860) | SPBA_Midwest_ORC 2-2(4860)
U17,BD,2,Vincent Chen,21060,4,5,SPBA_Midwest_ORC 1-1(5400) | Arena_SoCal_ORC 1-1(5400) | DFW_South_ORC 1-1(5400) | Junior_Nationals 9-12(4860)
U17,BD,3,Saatvik Shetty,21060,4,5,SPBA_Midwest_ORC 1-1(5400) | Arena_SoCal_ORC 1-1(5400) | DFW_South_ORC 1-1(5400) | Junior_Nationals 9-12(4860)
U17,BD,4,Brendan Chen,20520,4,7,Bellevue_NW_ORC 1-1(5400) | LIBC_NE_ORC 1-1(5400) | SPBA_Midwest_ORC 2-2(4860) | Arena_SoCal_ORC 2-2(4860)
U17,BD,5,Ethan Wu,19980,4,7,Junior_Nationals 7-8(5940) | Bellevue_NW_ORC 2-2(4860) | DFW_South_ORC 2-2(4860) | Arena_SoCal_ORC 4-4(4320)
U17,BD,6,Seth Li,19019,4,7,Junior_Nationals 2-2(5249) | LIBC_NE_ORC 3-3(4590) | SPBA_Midwest_ORC 3-3(4590) | Arena_SoCal_ORC 3-3(4590)
U17,BD,7,Yifan Liu,18495,4,4,Bellevue_NW_ORC 1-1(5400) | Synergy_NorCal_ORC 2-2(4860) | Arena_SoCal_ORC 2-2(4860) | DFW_South_ORC 5-8(3375)
U17,BD,8,Terence Cai,17804,4,5,Junior_Nationals 2-2(5249) | SPBA_Midwest_ORC 3-3(4590) | Arena_SoCal_ORC 3-3(4590) | Bellevue_NW_ORC 5-8(3375)
U17,BD,9,William Geng,15957,4,6,Junior_Nationals 1-1(5832) | Bellevue_NW_ORC 5-8(3375) | Synergy_NorCal_ORC 5-8(3375) | Arena_SoCal_ORC 5-8(3375)
U17,BD,10,Joey Liu,15957,4,7,Junior_Nationals 1-1(5832) | Bellevue_NW_ORC 5-8(3375) | Synergy_NorCal_ORC 5-8(3375) | Arena_SoCal_ORC 5-8(3375)
U17,BD,11,Mark W Wu,15255,4,10,Junior_Nationals 9-12(4860) | LIBC_NE_ORC 2-2(4860) | SPBA_Midwest_ORC 5-8(3375) | Bellevue_NW_ORC 9-16(2160)
U17,BD,12,Krish Raja,13905,4,5,Junior_Nationals 13-16(3780) | Synergy_NorCal_ORC 5-8(3375) | Arena_SoCal_ORC 5-8(3375) | DFW_South_ORC 5-8(3375)
U17,BD,13,Alex Wen,13905,4,5,Junior_Nationals 13-16(3780) | Synergy_NorCal_ORC 5-8(3375) | Arena_SoCal_ORC 5-8(3375) | DFW_South_ORC 5-8(3375)
U17,BD,14,Abhiram Tripuraneni,13603,4,7,Junior_Nationals 5-5(4374) | Synergy_NorCal_ORC 5-8(3375) | Arena_SoCal_ORC 5-8(3375) | SPBA_Midwest_ORC 3-3(2479)
U17,BD,15,Aarav Gupta,13603,4,7,LIBC_NE_ORC 3-3(4590) | Junior_Nationals 5-5(4374) | SPBA_Midwest_ORC 3-3(2479) | DFW_South_ORC 9-16(2160)
U17,BD,16,Aarya Vijay,13581,4,4,DFW_South_ORC 3-3(4590) | SPBA_Midwest_ORC 4-4(4320) | Synergy_NorCal_ORC 5-8(3375) | Austin_South_OLC 4-4(1296)
U17,BD,17,Jayden Mar,13527,4,7,Synergy_NorCal_ORC 3-3(4590) | Bellevue_NW_ORC 4-4(4320) | Junior_Nationals 17-24(3240) | ABC_OLC 3-3(1377)
U17,BD,18,Carsten Lam,13290,4,6,Junior_Nationals 4-4(4666) | Arena_SoCal_ORC 5-8(3375) | Synergy_NorCal_ORC 1-1(2916) | SPBA_Midwest_ORC 4-4(2333)
U17,BD,19,Allen Yang,13095,4,5,DFW_South_ORC 4-4(4320) | Bellevue_NW_ORC 5-8(3375) | Junior_Nationals 17-24(3240) | Arena_SoCal_ORC 9-16(2160)
